	ID_jogador	Apelido	ClubeID	PosicaoID	Ano	abrev_clube	nome_clube	posicao
0	80583	Lucas Lima	277	4	2014	SAN	Santos	MEI
2	88002	Serginho	277	4	2014	SAN	Santos	MEI
4	70132	Alan Santos	277	4	2014	SAN	Santos	MEI
6	78235	Leandrinho	277	4	2014	SAN	Santos	MEI
8	89637	Thiago Maia	277	4	2014	SAN	Santos	MEI
10	38908	Renato	277	4	2014	SAN	Santos	MEI
12	68909	Souza	277	4	2014	SAN	Santos	MEI
14	37718	Arouca	277	4	2014	SAN	Santos	MEI
16	71055	Pato Rodríguez	277	4	2014	SAN	Santos	MEI
18	73974	Alison	277	4	2014	SAN	Santos	MEI
20	70986	Léo Cittadini	277	4	2014	SAN	Santos	MEI
22	38243	Léo	277	4	2014	SAN	Santos	MEI
24	84896	Lucas Otávio	277	4	2014	SAN	Santos	MEI
26	71668	Anderson Carvalho	277	4	2014	SAN	Santos	MEI
28	78840	Pedro Castro	277	4	2014	SAN	Santos	MEI
30	38908	Renato	277	4	2015	SAN	Santos	MEI
32	37917	Elano	277	4	2015	SAN	Santos	MEI
34	68954	Marquinhos Gabriel	277	4	2015	SAN	Santos	MEI
36	73974	Alison	277	4	2015	SAN	Santos	MEI
38	90566	Rafael Longuine	277	4	2015	SAN	Santos	MEI
40	80583	Lucas Lima	277	4	2015	SAN	Santos	MEI
42	50417	Valencia	277	4	2015	SAN	Santos	MEI
44	78235	Leandrinho	277	4	2015	SAN	Santos	MEI
46	88597	Lucas Crispim	277	4	2015	SAN	Santos	MEI
48	70986	Léo Cittadini	277	4	2015	SAN	Santos	MEI
50	84896	Lucas Otávio 	277	4	2015	SAN	Santos	MEI
52	88002	Serginho	277	4	2015	SAN	Santos	MEI
54	89637	Thiago Maia	277	4	2015	SAN	Santos	MEI
56	72382	Marquinhos	277	4	2015	SAN	Santos	MEI
58	87552	Vitor Bueno	277	4	2015	SAN	Santos	MEI
60	70515	Ledesma	277	4	2015	SAN	Santos	MEI
62	92841	Fernando Medeiros	277	4	2015	SAN	Santos	MEI
64	93376	Wesley Souza	277	4	2015	SAN	Santos	MEI
66	89637	Thiago Maia	277	4	2016	SAN	Santos	MEI
68	90566	Rafael Longuine	277	4	2016	SAN	Santos	MEI
70	90569	Yuri	277	4	2016	SAN	Santos	MEI
72	87552	Vitor Bueno	277	4	2016	SAN	Santos	MEI
74	68745	Vecchio	277	4	2016	SAN	Santos	MEI
76	78548	Jean Mota	277	4	2016	SAN	Santos	MEI
78	37917	Elano	277	4	2016	SAN	Santos	MEI
80	78235	Leandrinho	277	4	2016	SAN	Santos	MEI
82	70986	Léo Cittadini	277	4	2016	SAN	Santos	MEI
84	88597	Lucas Crispim	277	4	2016	SAN	Santos	MEI
86	95466	Igor	277	4	2016	SAN	Santos	MEI
88	95619	Rafael Oller	277	4	2016	SAN	Santos	MEI
90	95620	Bruno Leonardo	277	4	2016	SAN	Santos	MEI
92	95621	Danilo	277	4	2016	SAN	Santos	MEI
94	94045	Diego Gomes	277	4	2016	SAN	Santos	MEI
96	95464	Gregore	277	4	2016	SAN	Santos	MEI
98	73974	Alison	277	4	2016	SAN	Santos	MEI
100	38908	Renato	277	4	2016	SAN	Santos	MEI
102	71055	Pato Rodríguez	277	4	2016	SAN	Santos	MEI
104	50417	Valencia	277	4	2016	SAN	Santos	MEI
106	81148	Ronaldo Mendes	277	4	2016	SAN	Santos	MEI
108	80583	Lucas Lima	277	4	2016	SAN	Santos	MEI
110	92841	Fernando Medeiros	277	4	2016	SAN	Santos	MEI
112	93376	Wesley Souza	277	4	2016	SAN	Santos	MEI
114	96328	Matheus Oliveira	277	4	2016	SAN	Santos	MEI
116	38908	Renato	277	4	2017	SAN	Santos	MEI
118	51318	Leandro Donizete	277	4	2017	SAN	Santos	MEI
120	68745	Vecchio	277	4	2017	SAN	Santos	MEI
122	70986	Léo Cittadini	277	4	2017	SAN	Santos	MEI
124	73974	Alison	277	4	2017	SAN	Santos	MEI
126	78548	Jean Mota	277	4	2017	SAN	Santos	MEI
128	80583	Lucas Lima	277	4	2017	SAN	Santos	MEI
130	87470	Thaciano	277	4	2017	SAN	Santos	MEI
132	87552	Vitor Bueno	277	4	2017	SAN	Santos	MEI
134	88002	Serginho	277	4	2017	SAN	Santos	MEI
136	88597	Lucas Crispim	277	4	2017	SAN	Santos	MEI
138	89637	Thiago Maia	277	4	2017	SAN	Santos	MEI
140	90569	Yuri	277	4	2017	SAN	Santos	MEI
142	94045	Diego Gomes	277	4	2017	SAN	Santos	MEI
144	95335	Matheus Jesus	277	4	2017	SAN	Santos	MEI
146	96328	Matheus Oliveira	277	4	2017	SAN	Santos	MEI
148	97680	Yan	277	4	2017	SAN	Santos	MEI
150	37826	Paulo Baier	288	4	2014	CRI	Criciúma	MEI
151	50425	Roger Gaúcho	288	4	2014	CRI	Criciúma	MEI
152	50454	Serginho	288	4	2014	CRI	Criciúma	MEI
153	38032	Cleber Santana	288	4	2014	CRI	Criciúma	MEI
154	68830	Ricardinho	288	4	2014	CRI	Criciúma	MEI
155	38357	Martinez	288	4	2014	CRI	Criciúma	MEI
156	50908	Wellington Bruno	288	4	2014	CRI	Criciúma	MEI
157	73383	Rafael Costa	288	4	2014	CRI	Criciúma	MEI
158	78936	Rodrigo Souza	288	4	2014	CRI	Criciúma	MEI
159	80399	Higor	288	4	2014	CRI	Criciúma	MEI
160	86931	Ruan	288	4	2014	CRI	Criciúma	MEI
161	89224	Barreto	288	4	2014	CRI	Criciúma	MEI
162	54250	Maylson	288	4	2014	CRI	Criciúma	MEI
163	68987	João Vitor	288	4	2014	CRI	Criciúma	MEI
164	89883	Dodi	288	4	2014	CRI	Criciúma	MEI
165	68689	Anderson Uchoa	288	4	2014	CRI	Criciúma	MEI
166	86144	Luizinho Mello	288	4	2014	CRI	Criciúma	MEI
167	50329	Lulinha	288	4	2014	CRI	Criciúma	MEI
168	68846	Thiago Humberto	288	4	2014	CRI	Criciúma	MEI
169	81148	Ronaldo Mendes	288	4	2014	CRI	Criciúma	MEI
170	68892	Everton	288	4	2014	CRI	Criciúma	MEI
171	83506	Vítor Michels	288	4	2014	CRI	Criciúma	MEI
172	80320	Diego Oliveira	288	4	2014	CRI	Criciúma	MEI
173	89914	Gabriel 	288	4	2014	CRI	Criciúma	MEI
174	79713	Carlos Alberto	293	4	2014	CAP	Atlético-PR	MEI
176	83266	Marcos Guilherme 	293	4	2014	CAP	Atlético-PR	MEI
178	56102	João Paulo	293	4	2014	CAP	Atlético-PR	MEI
180	74078	Hernani	293	4	2014	CAP	Atlético-PR	MEI
182	50292	Paulinho Dias	293	4	2014	CAP	Atlético-PR	MEI
184	82463	Otávio 	293	4	2014	CAP	Atlético-PR	MEI
186	69018	Deivid	293	4	2014	CAP	Atlético-PR	MEI
188	87009	Nathan	293	4	2014	CAP	Atlético-PR	MEI
190	87227	Zé Paulo	293	4	2014	CAP	Atlético-PR	MEI
192	71778	Bady	293	4	2014	CAP	Atlético-PR	MEI
194	82466	Bruno Pelissari	293	4	2014	CAP	Atlético-PR	MEI
196	82468	Willyan Sotto	293	4	2014	CAP	Atlético-PR	MEI
198	70311	Fran Mérida	293	4	2014	CAP	Atlético-PR	MEI
200	84707	Jonatan Lucca	293	4	2014	CAP	Atlético-PR	MEI
202	86765	Bruno Mota	293	4	2014	CAP	Atlético-PR	MEI
204	74077	Maycon Canário	293	4	2014	CAP	Atlético-PR	MEI
206	78176	Harrison	293	4	2014	CAP	Atlético-PR	MEI
208	60791	Derley	293	4	2014	CAP	Atlético-PR	MEI
210	82381	Juninho	293	4	2014	CAP	Atlético-PR	MEI
212	73684	Mirabaje	293	4	2014	CAP	Atlético-PR	MEI
214	79335	Éverton	293	4	2014	CAP	Atlético-PR	MEI
216	84794	Matteus 	293	4	2014	CAP	Atlético-PR	MEI
218	83266	Marcos Guilherme 	293	4	2015	CAP	Atlético-PR	MEI
220	69018	Deivid	293	4	2015	CAP	Atlético-PR	MEI
222	69705	Nikão	293	4	2015	CAP	Atlético-PR	MEI
224	80129	Jadson	293	4	2015	CAP	Atlético-PR	MEI
226	71113	Felipe 	293	4	2015	CAP	Atlético-PR	MEI
228	50292	Paulinho Dias	293	4	2015	CAP	Atlético-PR	MEI
230	71778	Bady	293	4	2015	CAP	Atlético-PR	MEI
232	86765	Bruno Mota	293	4	2015	CAP	Atlético-PR	MEI
234	74078	Hernani	293	4	2015	CAP	Atlético-PR	MEI
236	84381	Rafinha	293	4	2015	CAP	Atlético-PR	MEI
238	78176	Harrison	293	4	2015	CAP	Atlético-PR	MEI
240	82463	Otávio 	293	4	2015	CAP	Atlético-PR	MEI
242	79432	Giovanni	293	4	2015	CAP	Atlético-PR	MEI
244	82466	Bruno Pelissari	293	4	2015	CAP	Atlético-PR	MEI
246	73769	Guilherme Batata	293	4	2015	CAP	Atlético-PR	MEI
248	84707	Jonatan Lucca	293	4	2015	CAP	Atlético-PR	MEI
250	84794	Matteus 	293	4	2015	CAP	Atlético-PR	MEI
252	84098	Gustavo Marmentini	293	4	2015	CAP	Atlético-PR	MEI
254	91687	João Pedro	293	4	2015	CAP	Atlético-PR	MEI
256	85984	Barrientos	293	4	2015	CAP	Atlético-PR	MEI
258	92150	Daniel Hernández	293	4	2015	CAP	Atlético-PR	MEI
260	69018	Deivid	293	4	2016	CAP	Atlético-PR	MEI
262	71162	Vinícius	293	4	2016	CAP	Atlético-PR	MEI
264	74078	Hernani 	293	4	2016	CAP	Atlético-PR	MEI
266	86766	Matheus Rossetto	293	4	2016	CAP	Atlético-PR	MEI
268	69705	Nikão	293	4	2016	CAP	Atlético-PR	MEI
270	91687	João Pedro	293	4	2016	CAP	Atlético-PR	MEI
272	86765	Bruno Mota	293	4	2016	CAP	Atlético-PR	MEI
274	92085	Giovanny 	293	4	2016	CAP	Atlético-PR	MEI
276	95127	Nicolas	293	4	2016	CAP	Atlético-PR	MEI
278	85984	Barrientos	293	4	2016	CAP	Atlético-PR	MEI
280	83266	Marcos Guilherme 	293	4	2016	CAP	Atlético-PR	MEI
282	82463	Otávio	293	4	2016	CAP	Atlético-PR	MEI
284	94924	Íkaro	293	4	2016	CAP	Atlético-PR	MEI
286	85069	Renan Paulino	293	4	2016	CAP	Atlético-PR	MEI
288	71479	Lucho González	293	4	2016	CAP	Atlético-PR	MEI
290	96788	Victor Feitosa	293	4	2016	CAP	Atlético-PR	MEI
292	37652	Carlos Alberto	293	4	2017	CAP	Atlético-PR	MEI
294	50294	Guilherme	293	4	2017	CAP	Atlético-PR	MEI
296	69018	Deivid	293	4	2017	CAP	Atlético-PR	MEI
298	69705	Nikão	293	4	2017	CAP	Atlético-PR	MEI
300	71479	Lucho González	293	4	2017	CAP	Atlético-PR	MEI
302	78994	Eduardo Henrique	293	4	2017	CAP	Atlético-PR	MEI
304	82463	Otávio 	293	4	2017	CAP	Atlético-PR	MEI
306	85069	Renan Paulino	293	4	2017	CAP	Atlético-PR	MEI
308	86765	Bruno Mota	293	4	2017	CAP	Atlético-PR	MEI
310	86766	Matheus Rossetto	293	4	2017	CAP	Atlético-PR	MEI
312	87864	Felipe Gedoz 	293	4	2017	CAP	Atlético-PR	MEI
314	90959	Pavez	293	4	2017	CAP	Atlético-PR	MEI
316	91687	João Pedro	293	4	2017	CAP	Atlético-PR	MEI
318	94269	Luiz Otávio	293	4	2017	CAP	Atlético-PR	MEI
320	97879	Matheus Anjos	293	4	2017	CAP	Atlético-PR	MEI
322	98352	Bruno Guimarães	293	4	2017	CAP	Atlético-PR	MEI
324	99411	Alexsander	293	4	2017	CAP	Atlético-PR	MEI
326	68938	Giovanni Augusto	316	4	2014	FIG	Figueirense	MEI
328	81914	Léo Lisboa	316	4	2014	FIG	Figueirense	MEI
330	81950	Jefferson	316	4	2014	FIG	Figueirense	MEI
332	87747	Yago	316	4	2014	FIG	Figueirense	MEI
334	71113	Felipe 	316	4	2014	FIG	Figueirense	MEI
336	50321	Vitor Júnior	316	4	2014	FIG	Figueirense	MEI
338	84887	Dener	316	4	2014	FIG	Figueirense	MEI
340	83688	Luan	316	4	2014	FIG	Figueirense	MEI
342	37816	Marco Antônio	316	4	2014	FIG	Figueirense	MEI
344	38630	Rivaldo	316	4	2014	FIG	Figueirense	MEI
346	82884	Matheus Gonzaga	316	4	2014	FIG	Figueirense	MEI
348	88166	Felipe Caldeira	316	4	2014	FIG	Figueirense	MEI
350	78716	Nem	316	4	2014	FIG	Figueirense	MEI
352	69047	Paulo Roberto	316	4	2014	FIG	Figueirense	MEI
354	72084	França	316	4	2014	FIG	Figueirense	MEI
356	71742	Hiroshi	316	4	2014	FIG	Figueirense	MEI
358	68994	Wesley	316	4	2014	FIG	Figueirense	MEI
360	36775	Marcos Assunção	316	4	2014	FIG	Figueirense	MEI
362	63119	Juninho	316	4	2015	FIG	Figueirense	MEI
364	72084	França	316	4	2015	FIG	Figueirense	MEI
366	37652	Carlos Alberto	316	4	2015	FIG	Figueirense	MEI
368	77911	Jean Deretti	316	4	2015	FIG	Figueirense	MEI
370	68830	Ricardinho	316	4	2015	FIG	Figueirense	MEI
372	51476	Rafael Bastos	316	4	2015	FIG	Figueirense	MEI
374	81950	Jefferson	316	4	2015	FIG	Figueirense	MEI
376	81914	Léo Lisboa	316	4	2015	FIG	Figueirense	MEI
378	84887	Dener	316	4	2015	FIG	Figueirense	MEI
380	83688	Luan	316	4	2015	FIG	Figueirense	MEI
382	63096	Maicon Talhetti	316	4	2015	FIG	Figueirense	MEI
384	69047	Paulo Roberto	316	4	2015	FIG	Figueirense	MEI
386	87747	Yago	316	4	2015	FIG	Figueirense	MEI
388	80393	Fabinho	316	4	2015	FIG	Figueirense	MEI
390	90703	Matheuzinho	316	4	2015	FIG	Figueirense	MEI
392	73529	Jackson	316	4	2015	FIG	Figueirense	MEI
394	81847	Bruno Dybal	316	4	2015	FIG	Figueirense	MEI
396	68987	João Vitor	316	4	2015	FIG	Figueirense	MEI
398	92145	Hyago	316	4	2015	FIG	Figueirense	MEI
400	82750	Celsinho	316	4	2015	FIG	Figueirense	MEI
402	80288	Marcelinho	316	4	2015	FIG	Figueirense	MEI
404	50313	Elicarlos	316	4	2016	FIG	Figueirense	MEI
406	37652	Carlos Alberto	316	4	2016	FIG	Figueirense	MEI
408	87747	Yago	316	4	2016	FIG	Figueirense	MEI
410	81950	Jefferson	316	4	2016	FIG	Figueirense	MEI
412	71707	Michael Ortega	316	4	2016	FIG	Figueirense	MEI
414	80330	Jocinei	316	4	2016	FIG	Figueirense	MEI
416	70162	Jackson Caucaia	316	4	2016	FIG	Figueirense	MEI
418	92145	Hyago	316	4	2016	FIG	Figueirense	MEI
420	95622	Marcus Vinicius	316	4	2016	FIG	Figueirense	MEI
422	71778	Bady	316	4	2016	FIG	Figueirense	MEI
424	83688	Luan	316	4	2016	FIG	Figueirense	MEI
426	84887	Dener	316	4	2016	FIG	Figueirense	MEI
428	80576	Renato	316	4	2016	FIG	Figueirense	MEI
430	84927	Dodô	316	4	2016	FIG	Figueirense	MEI
432	82128	Ferrugem	316	4	2016	FIG	Figueirense	MEI
434	90703	Matheusinho	316	4	2016	FIG	Figueirense	MEI
436	71656	Diego Torres 	316	4	2016	FIG	Figueirense	MEI
438	73347	Elvis	316	4	2016	FIG	Figueirense	MEI
440	74017	Josa	316	4	2016	FIG	Figueirense	MEI
442	97342	João Pedro	316	4	2016	FIG	Figueirense	MEI
444	37654	Rosinei	294	4	2014	CFC	Coritiba	MEI
446	73511	Dudu Figueiredo	294	4	2014	CFC	Coritiba	MEI
448	78965	Roni	294	4	2014	CFC	Coritiba	MEI
450	73445	Denner	294	4	2014	CFC	Coritiba	MEI
452	84104	Luizinho	294	4	2014	CFC	Coritiba	MEI
454	80374	Norberto 	294	4	2014	CFC	Coritiba	MEI
456	63014	Gil	294	4	2014	CFC	Coritiba	MEI
458	86588	Ícaro	294	4	2014	CFC	Coritiba	MEI
460	74076	Misael	294	4	2014	CFC	Coritiba	MEI
462	73338	Djair	294	4	2014	CFC	Coritiba	MEI
464	38638	Germano	294	4	2014	CFC	Coritiba	MEI
466	36522	Alex	294	4	2014	CFC	Coritiba	MEI
468	42490	Jajá	294	4	2014	CFC	Coritiba	MEI
470	51681	Hélder	294	4	2014	CFC	Coritiba	MEI
472	74140	Elber	294	4	2014	CFC	Coritiba	MEI
474	82455	Zé Rafael 	294	4	2014	CFC	Coritiba	MEI
476	82630	Calyson	294	4	2014	CFC	Coritiba	MEI
478	88054	Diogo Sodré	294	4	2014	CFC	Coritiba	MEI
480	62104	Robinho	294	4	2014	CFC	Coritiba	MEI
482	71093	Baraka	294	4	2014	CFC	Coritiba	MEI
484	88146	Maranhão	294	4	2014	CFC	Coritiba	MEI
486	78500	Sérgio Manoel	294	4	2014	CFC	Coritiba	MEI
488	70054	Marcos Paulo	294	4	2014	CFC	Coritiba	MEI
490	50877	Pedro Ken	294	4	2015	CFC	Coritiba	MEI
492	63283	Esquerdinha	294	4	2015	CFC	Coritiba	MEI
494	70132	Alan Santos	294	4	2015	CFC	Coritiba	MEI
496	72943	Luís Cáceres	294	4	2015	CFC	Coritiba	MEI
498	51681	Hélder	294	4	2015	CFC	Coritiba	MEI
500	37654	Rosinei	294	4	2015	CFC	Coritiba	MEI
502	56102	João Paulo	294	4	2015	CFC	Coritiba	MEI
504	71844	Thiago Galhardo	294	4	2015	CFC	Coritiba	MEI
506	82503	Rodolfo	294	4	2015	CFC	Coritiba	MEI
508	88054	Diogo Sodré	294	4	2015	CFC	Coritiba	MEI
510	86588	Ícaro	294	4	2015	CFC	Coritiba	MEI
512	91323	Luccas Barreto	294	4	2015	CFC	Coritiba	MEI
514	82455	Zé Rafael 	294	4	2015	CFC	Coritiba	MEI
516	82939	Ruy	294	4	2015	CFC	Coritiba	MEI
518	84993	Fabrício Baiano	294	4	2015	CFC	Coritiba	MEI
520	38482	Marcos Aurélio	294	4	2015	CFC	Coritiba	MEI
522	37633	Lúcio Flávio	294	4	2015	CFC	Coritiba	MEI
524	74076	Misael	294	4	2015	CFC	Coritiba	MEI
526	92225	Thiago Lopes	294	4	2015	CFC	Coritiba	MEI
528	37792	Edinho	294	4	2016	CFC	Coritiba	MEI
530	95855	Kady	294	4	2016	CFC	Coritiba	MEI
532	68697	Bernardo	294	4	2016	CFC	Coritiba	MEI
534	78464	Fábio Braga	294	4	2016	CFC	Coritiba	MEI
536	71040	Felipe Amorim	294	4	2016	CFC	Coritiba	MEI
538	74210	César González	294	4	2016	CFC	Coritiba	MEI
540	37705	Juan	294	4	2016	CFC	Coritiba	MEI
542	72943	Luís Cáceres	294	4	2016	CFC	Coritiba	MEI
544	70132	Alan Santos	294	4	2016	CFC	Coritiba	MEI
546	94509	Raphael Veiga	294	4	2016	CFC	Coritiba	MEI
548	86588	Ícaro	294	4	2016	CFC	Coritiba	MEI
550	92225	Thiago Lopes	294	4	2016	CFC	Coritiba	MEI
552	56102	João Paulo	294	4	2016	CFC	Coritiba	MEI
554	42232	Amaral	294	4	2016	CFC	Coritiba	MEI
556	82939	Ruy	294	4	2016	CFC	Coritiba	MEI
558	96055	Yan	294	4	2016	CFC	Coritiba	MEI
560	97444	Julio Rusch	294	4	2016	CFC	Coritiba	MEI
562	97449	Carvalho	294	4	2016	CFC	Coritiba	MEI
564	97451	Talysson Lalau	294	4	2016	CFC	Coritiba	MEI
566	37792	Edinho	294	4	2017	CFC	Coritiba	MEI
568	38852	Anderson	294	4	2017	CFC	Coritiba	MEI
570	56102	João Paulo	294	4	2017	CFC	Coritiba	MEI
572	70058	Tiago Real	294	4	2017	CFC	Coritiba	MEI
574	70132	Alan Santos	294	4	2017	CFC	Coritiba	MEI
576	71389	Baumjohann	294	4	2017	CFC	Coritiba	MEI
578	82634	Matheus Galdezani	294	4	2017	CFC	Coritiba	MEI
580	82817	Tomas Bastos	294	4	2017	CFC	Coritiba	MEI
582	84993	Fabrício Baiano	294	4	2017	CFC	Coritiba	MEI
584	85586	Jonas	294	4	2017	CFC	Coritiba	MEI
586	85629	Daniel	294	4	2017	CFC	Coritiba	MEI
588	90566	Rafael Longuine	294	4	2017	CFC	Coritiba	MEI
590	92225	Thiago Lopes	294	4	2017	CFC	Coritiba	MEI
592	95855	Kady	294	4	2017	CFC	Coritiba	MEI
594	96055	Yan	294	4	2017	CFC	Coritiba	MEI
596	97444	Julio Rusch	294	4	2017	CFC	Coritiba	MEI
598	97449	Vitor Carvalho	294	4	2017	CFC	Coritiba	MEI
600	39230	Neto Coruja	287	4	2014	VIT	Vitória	MEI
602	37818	Hugo	287	4	2014	VIT	Vitória	MEI
604	89676	Nickson	287	4	2014	VIT	Vitória	MEI
606	38763	Marcinho	287	4	2014	VIT	Vitória	MEI
608	79733	Leilson 	287	4	2014	VIT	Vitória	MEI
610	72745	Escudero	287	4	2014	VIT	Vitória	MEI
612	73771	Mineiro	287	4	2014	VIT	Vitória	MEI
614	72943	Luís Cáceres	287	4	2014	VIT	Vitória	MEI
616	71117	Vander	287	4	2014	VIT	Vitória	MEI
618	86859	José Welison	287	4	2014	VIT	Vitória	MEI
620	88478	Darlan	287	4	2014	VIT	Vitória	MEI
622	85400	Marcelo	287	4	2014	VIT	Vitória	MEI
624	73634	Felipe Lima	287	4	2014	VIT	Vitória	MEI
626	70225	Luís Aguiar	287	4	2014	VIT	Vitória	MEI
628	49641	Adriano	287	4	2014	VIT	Vitória	MEI
630	86792	Mauri	287	4	2014	VIT	Vitória	MEI
632	74017	Josa	287	4	2014	VIT	Vitória	MEI
634	71032	Lucas Zen	287	4	2014	VIT	Vitória	MEI
636	82821	Gabriel Soares	287	4	2014	VIT	Vitória	MEI
638	71581	Léo Costa	287	4	2014	VIT	Vitória	MEI
640	91102	Flávio	287	4	2016	VIT	Vitória	MEI
642	88002	Serginho	287	4	2016	VIT	Vitória	MEI
644	72071	Amaral	287	4	2016	VIT	Vitória	MEI
646	70058	Tiago Real	287	4	2016	VIT	Vitória	MEI
648	90309	David	287	4	2016	VIT	Vitória	MEI
650	85400	Marcelo	287	4	2016	VIT	Vitória	MEI
652	39144	Leandro Domingues	287	4	2016	VIT	Vitória	MEI
654	63058	Willian Farias	287	4	2016	VIT	Vitória	MEI
656	91950	Gabriel	287	4	2016	VIT	Vitória	MEI
658	91100	Alípio	287	4	2016	VIT	Vitória	MEI
660	86859	José Welison	287	4	2016	VIT	Vitória	MEI
662	93146	Yan	287	4	2016	VIT	Vitória	MEI
664	72871	Cárdenas	287	4	2016	VIT	Vitória	MEI
666	38530	Cleiton Xavier	287	4	2017	VIT	Vitória	MEI
668	50369	Carlos Eduardo	287	4	2017	VIT	Vitória	MEI
670	63058	Willian Farias	287	4	2017	VIT	Vitória	MEI
672	69240	Dátolo	287	4	2017	VIT	Vitória	MEI
674	70581	Fillipe Soutto	287	4	2017	VIT	Vitória	MEI
676	72007	Uillian Correia	287	4	2017	VIT	Vitória	MEI
678	72871	Cárdenas	287	4	2017	VIT	Vitória	MEI
680	85040	Gabriel Xavier	287	4	2017	VIT	Vitória	MEI
682	86859	José Welison	287	4	2017	VIT	Vitória	MEI
684	87747	Yago	287	4	2017	VIT	Vitória	MEI
686	89871	Pisculichi	287	4	2017	VIT	Vitória	MEI
688	89924	Bruno Ramires	287	4	2017	VIT	Vitória	MEI
690	91102	Flávio	287	4	2017	VIT	Vitória	MEI
692	95071	Celis	287	4	2017	VIT	Vitória	MEI
694	97863	Jhemerson	287	4	2017	VIT	Vitória	MEI
696	63208	Zezinho	315	4	2014	CHA	Chapecoense	MEI
698	80171	Dedé	315	4	2014	CHA	Chapecoense	MEI
700	60948	Diones	315	4	2014	CHA	Chapecoense	MEI
702	68698	Bruno Silva	315	4	2014	CHA	Chapecoense	MEI
704	62009	Camilo	315	4	2014	CHA	Chapecoense	MEI
706	37983	Ricardo Conceição	315	4	2014	CHA	Chapecoense	MEI
708	85931	Hyoran	315	4	2014	CHA	Chapecoense	MEI
710	51293	Wanderson	315	4	2014	CHA	Chapecoense	MEI
712	87202	Lucas 	315	4	2014	CHA	Chapecoense	MEI
714	80795	Dieguinho	315	4	2014	CHA	Chapecoense	MEI
716	73633	Júnior Timbó	315	4	2014	CHA	Chapecoense	MEI
718	79892	Nenén	315	4	2014	CHA	Chapecoense	MEI
720	79193	Abuda	315	4	2014	CHA	Chapecoense	MEI
722	70925	Wescley	315	4	2014	CHA	Chapecoense	MEI
724	68698	Bruno Silva	315	4	2015	CHA	Chapecoense	MEI
726	62009	Camilo	315	4	2015	CHA	Chapecoense	MEI
728	38069	Richarlyson	315	4	2015	CHA	Chapecoense	MEI
730	50313	Elicarlos	315	4	2015	CHA	Chapecoense	MEI
732	63014	Gil	315	4	2015	CHA	Chapecoense	MEI
734	85931	Hyoran	315	4	2015	CHA	Chapecoense	MEI
736	51293	Wanderson	315	4	2015	CHA	Chapecoense	MEI
738	54250	Maylson	315	4	2015	CHA	Chapecoense	MEI
740	79892	Nenén	315	4	2015	CHA	Chapecoense	MEI
742	79193	Abuda	315	4	2015	CHA	Chapecoense	MEI
744	73513	Maranhão	315	4	2015	CHA	Chapecoense	MEI
746	78458	João Afonso	315	4	2015	CHA	Chapecoense	MEI
748	90872	Wagner	315	4	2015	CHA	Chapecoense	MEI
750	82566	Lucas Machado	315	4	2015	CHA	Chapecoense	MEI
752	90290	Jajá	315	4	2015	CHA	Chapecoense	MEI
754	38032	Cleber Santana	315	4	2015	CHA	Chapecoense	MEI
756	70759	Martinuccio	315	4	2016	CHA	Chapecoense	MEI
758	78500	Sérgio Manoel	315	4	2016	CHA	Chapecoense	MEI
760	90634	Lucas Mineiro	315	4	2016	CHA	Chapecoense	MEI
762	68881	Rodrigo Andrade	315	4	2016	CHA	Chapecoense	MEI
764	94288	Lima	315	4	2016	CHA	Chapecoense	MEI
766	78991	Moisés	315	4	2016	CHA	Chapecoense	MEI
768	38032	Cleber Santana	315	4	2016	CHA	Chapecoense	MEI
770	68962	Arthur Maia	315	4	2016	CHA	Chapecoense	MEI
772	94004	Andrei	315	4	2016	CHA	Chapecoense	MEI
774	63014	Gil	315	4	2016	CHA	Chapecoense	MEI
776	85931	Hyoran	315	4	2016	CHA	Chapecoense	MEI
778	82703	Matheus Biteco	315	4	2016	CHA	Chapecoense	MEI
780	68951	Josimar	315	4	2016	CHA	Chapecoense	MEI
782	51476	Rafael Bastos	315	4	2016	CHA	Chapecoense	MEI
784	79892	Nenén	315	4	2016	CHA	Chapecoense	MEI
786	42232	Amaral	315	4	2017	CHA	Chapecoense	MEI
788	50313	Elicarlos	315	4	2017	CHA	Chapecoense	MEI
790	70742	Seijas	315	4	2017	CHA	Chapecoense	MEI
792	73918	Canteros	315	4	2017	CHA	Chapecoense	MEI
794	74060	Luiz Antonio 	315	4	2017	CHA	Chapecoense	MEI
796	78991	Moisés Ribeiro	315	4	2017	CHA	Chapecoense	MEI
798	79892	Nenén	315	4	2017	CHA	Chapecoense	MEI
800	80140	Nadson	315	4	2017	CHA	Chapecoense	MEI
802	82567	Moisés	315	4	2017	CHA	Chapecoense	MEI
804	83683	Andrei Girotto	315	4	2017	CHA	Chapecoense	MEI
806	84927	Dodô	315	4	2017	CHA	Chapecoense	MEI
808	87872	Fernando Guerrero	315	4	2017	CHA	Chapecoense	MEI
810	90634	Lucas Mineiro	315	4	2017	CHA	Chapecoense	MEI
812	91973	Lucas Marques	315	4	2017	CHA	Chapecoense	MEI
814	94004	Andrei Alba	315	4	2017	CHA	Chapecoense	MEI
816	94288	Lima	315	4	2017	CHA	Chapecoense	MEI
818	97536	Bryan	315	4	2017	CHA	Chapecoense	MEI
820	98419	Ronei	315	4	2017	CHA	Chapecoense	MEI
822	99921	Khevin	315	4	2017	CHA	Chapecoense	MEI
